userId,movieId,rating,timestamp
100002,1256,1.0,1779454917
100001,2090,2.5,1779456688
100002,260,5.0,1779460527
100002,231,3.5,1779460544
100002,1073,5.0,1780689726
100002,160836,1.0,1780690011
100002,63239,5.0,1780690057
